"","treat","age","education","black","hispanic","married","income.before1","income.before2","income.after","hsdegree"
"488",0,20,13,0,1,0,9404.4807,0,8275.2688,1
"489",0,24,17,0,0,1,9404.4807,5370.9677,22904.762,1
"490",0,23,12,0,0,1,9404.4807,9130.6452,11821.813,1
"491",0,34,12,0,0,1,9404.4807,9166.4516,23475.164,1
"492",0,35,12,0,0,1,9404.4807,9313.2581,11821.813,1
"493",0,23,12,0,0,0,9404.4807,11834.032,16846.083,1
"494",0,21,14,1,0,0,9420.1548,5370.9677,9900.768,1
"495",0,21,12,0,1,1,9496.5662,8772.5806,10512.547,1
"496",0,26,12,0,0,1,9561.222,0,13299.539,1
"497",0,23,13,0,0,1,9698.3707,8593.5484,23643.625,1
"498",0,27,12,0,1,1,9698.3707,11279.032,14038.402,1
"499",0,50,12,0,1,1,9788.4969,9846.7742,13299.539,1
"500",0,27,12,1,0,1,9796.334,0,11821.813,1
"501",0,25,12,0,0,1,9796.334,2685.4839,25121.352,1
"502",0,21,12,1,0,1,9796.334,4296.7742,14777.266,1
"503",0,21,13,0,0,1,9796.334,8593.5484,28787.591,1
"504",0,33,12,1,0,0,9796.334,8951.6129,0,1
"505",0,19,12,0,0,1,9796.334,9846.7742,20688.172,1
"506",0,20,12,0,0,1,9796.334,10204.839,29258.986,1
"507",0,22,12,1,0,1,9796.334,10741.935,11162.747,1
"508",0,32,12,0,0,1,9796.334,11458.065,11821.813,1
"509",0,24,13,0,0,1,9796.334,11458.065,11526.267,1
"510",0,29,12,1,0,1,9796.334,12532.258,19210.445,1
"511",0,23,12,1,0,1,9796.334,12532.258,11821.813,1
"512",0,26,14,0,0,1,9796.334,13427.419,20688.172,1
"513",0,20,12,0,0,1,9796.334,13427.419,10713.518,1
"514",0,27,12,1,0,1,9796.334,14322.581,11821.813,1
"515",0,24,12,1,0,1,9796.334,14322.581,33987.711,1
"516",0,24,17,0,0,0,9796.334,16112.903,36943.164,1
"517",0,21,13,0,0,0,9796.334,16112.903,20688.172,1
"518",0,25,12,1,0,1,9796.334,21483.871,6649.7696,1
"519",0,30,12,1,0,1,9796.334,25064.516,29554.531,1
"520",0,26,12,1,0,0,9913.89,10741.935,15619.57,1
"521",0,22,12,0,0,0,9951.1161,14322.581,14777.266,1
"522",0,47,12,0,0,1,9968.7495,10523.516,11283.92,1
"523",0,22,12,0,0,0,9992.2607,15754.839,19949.309,1
"524",0,31,12,1,0,1,10188.187,8951.6129,9605.2227,1
"525",0,35,12,0,0,1,10188.187,9309.6774,11821.813,1
"526",0,49,12,0,0,1,10231.291,11082.097,6537.4624,1
"527",0,25,13,1,0,0,10246.965,15396.774,12486.79,1
"528",0,23,12,0,0,1,10290.069,10562.903,9221.0138,1
"529",0,25,17,0,0,1,10384.114,22004.855,49429.954,1
"530",0,23,16,0,0,1,10384.114,26854.839,11821.813,1
"531",0,34,17,0,0,0,10580.041,7161.2903,5910.9063,1
"532",0,21,12,0,0,1,10580.041,8056.4516,12117.358,1
"533",0,27,12,1,0,0,10623.145,3222.5806,8866.3594,1
"534",0,23,12,0,0,1,10775.967,5370.9677,11821.813,1
"535",0,23,12,0,0,1,10775.967,7161.2903,16993.856,1
"536",0,32,17,0,0,0,10775.967,7161.2903,0,1
"537",0,27,12,1,0,1,10775.967,8951.6129,7536.4055,1
"538",0,24,12,1,0,0,10775.967,9309.6774,8275.2688,1
"539",0,34,12,0,0,1,10775.967,11637.097,14186.175,1
"540",0,29,12,0,0,1,10775.967,12532.258,25860.215,1
"541",0,28,14,0,0,1,10775.967,13427.419,0,1
"542",0,18,12,0,0,0,10775.967,14322.581,21427.035,1
"543",0,20,12,1,0,0,10775.967,16372.5,29554.531,1
"544",0,25,13,0,0,1,10775.967,16739.516,18966.621,1
"545",0,23,12,1,0,1,10775.967,20481.29,29391.982,1
"546",0,26,17,0,0,1,10775.967,29182.258,35465.438,1
"547",0,24,12,0,0,0,10873.931,15754.839,20132.547,1
"548",0,23,12,0,0,1,10971.894,10204.839,31032.258,1
"549",0,23,16,0,0,0,10971.894,18798.387,20924.608,1
"550",0,26,12,1,0,1,11167.821,1074.1935,8866.3594,1
"551",0,46,12,0,0,1,11167.821,7161.2903,17732.719,1
"552",0,23,12,1,0,1,11167.821,7812.9677,14777.266,1
"553",0,41,12,0,0,1,11167.821,10741.935,12412.903,1
"554",0,19,12,0,0,1,11201.128,14143.548,24338.157,1
"555",0,29,12,0,0,1,11259.906,9041.129,26599.078,1
"556",0,24,12,1,0,0,11285.377,13069.355,10344.086,1
"557",0,23,12,1,0,0,11328.481,2685.4839,29216.132,1
"558",0,22,12,0,0,1,11363.747,4654.8387,13299.539,1
"559",0,21,12,0,0,0,11363.747,9667.7419,13299.539,1
"560",0,27,12,0,0,1,11363.747,12532.258,4137.6344,1
"561",0,37,12,0,0,1,11430.363,11372.129,8866.3594,1
"562",0,44,12,0,0,1,11559.674,7340.3226,27781.26,1
"563",0,38,16,0,0,1,11559.674,7877.4194,17732.719,1
"564",0,34,12,0,0,1,11755.601,0,11821.813,1
"565",0,49,12,0,0,0,11755.601,0,0,1
"566",0,23,12,0,0,1,11755.601,0,17732.719,1
"567",0,28,14,1,0,1,11755.601,0,25874.992,1
"568",0,43,12,0,0,1,11755.601,0,295.54531,1
"569",0,28,16,0,0,0,11755.601,6445.1613,0,1
"570",0,29,12,1,0,1,11755.601,9846.7742,20688.172,1
"571",0,53,12,0,0,1,11755.601,9893.3226,5172.043,1
"572",0,21,12,0,0,1,11755.601,10204.839,12560.676,1
"573",0,24,13,1,0,1,11755.601,10741.935,31097.278,1
"574",0,21,12,0,0,1,11755.601,10741.935,6649.7696,1
"575",0,24,12,0,0,1,11755.601,11074.935,13742.857,1
"576",0,21,12,0,0,0,11755.601,11637.097,10048.541,1
"577",0,23,14,0,0,1,11755.601,11637.097,25121.352,1
"578",0,28,12,0,0,1,11755.601,12532.258,0,1
"579",0,28,12,0,0,1,11755.601,12532.258,0,1
"580",0,25,17,0,0,1,11755.601,12621.774,28963.441,1
"581",0,23,13,0,0,1,11755.601,13427.419,16254.992,1
"582",0,30,12,0,0,1,11755.601,13635.097,26599.078,1
"583",0,23,12,0,0,1,11755.601,13785.484,14186.175,1
"584",0,26,12,0,0,1,11755.601,14322.581,20688.172,1
"585",0,21,12,1,0,1,11755.601,14322.581,16254.992,1
"586",0,26,12,0,0,1,11755.601,14322.581,17732.719,1
"587",0,25,12,1,0,1,11755.601,14322.581,21427.035,1
"588",0,22,12,0,0,1,11755.601,14465.806,18102.151,1
"589",0,28,16,0,0,1,11755.601,15217.742,20688.172,1
"590",0,22,13,1,0,1,11755.601,15217.742,0,1
"591",0,24,16,0,0,1,11755.601,16112.903,31032.258,1
"592",0,27,15,1,0,0,11755.601,16744.887,18442.028,1
"593",0,19,12,0,0,0,11755.601,19335.484,16254.992,1
"594",0,38,14,0,0,1,11755.601,19693.548,0,1
"595",0,38,14,0,0,0,11755.601,21483.871,7388.6329,1
"596",0,45,12,0,0,1,11771.275,11270.081,16822.439,1
"597",0,26,12,1,0,1,11775.193,14150.71,16342.178,1
"598",0,31,16,0,0,1,11784.99,9846.7742,5390.7465,1
"599",0,25,13,1,0,1,11931.935,13824.871,12656.728,1
"600",0,25,14,0,0,1,11973.079,14322.581,14777.266,1
"601",0,22,12,0,0,1,12051.45,16025.177,13151.767,1
"602",0,36,12,0,0,1,12147.454,13964.516,13299.539,1
"603",0,27,12,0,0,1,12147.454,14322.581,20142.891,1
"604",0,33,12,0,0,1,12147.454,16112.903,24382.488,1
"605",0,27,12,0,0,1,12147.454,23274.194,26599.078,1
"606",0,30,12,1,0,1,12225.825,10741.935,18962.187,1
"607",0,46,12,0,0,1,12343.381,11637.097,11230.722,1
"608",0,23,14,0,0,1,12343.381,12532.258,14186.175,1
"609",0,25,16,0,0,1,12343.381,13606.452,21427.035,1
"610",0,27,14,0,0,1,12419.792,16829.032,25178.983,1
"611",0,49,16,0,0,1,12504.041,12353.226,12560.676,1
"612",0,22,12,0,0,1,12539.308,12532.258,14369.413,1
"613",0,28,16,0,0,1,12572.615,21483.871,23495.853,1
"614",0,24,12,1,0,1,12658.823,19693.548,19210.445,1
"615",0,37,17,1,0,1,12735.234,1306.9355,4236.6421,1
"616",0,22,13,0,0,0,12735.234,12532.258,17732.719,1
"617",0,23,17,0,0,0,12735.234,14322.581,28076.805,1
"618",0,23,12,1,0,0,12735.234,14322.581,20688.172,1
"619",0,26,12,0,0,1,12735.234,14322.581,14925.038,1
"620",0,22,12,0,0,0,12735.234,16112.903,21131.49,1
"621",0,31,14,0,0,1,12735.234,17724.194,29850.077,1
"622",0,31,14,0,0,1,12735.234,17724.194,29850.077,1
"623",0,54,12,0,0,1,12735.234,17894.274,19343.441,1
"624",0,25,16,1,0,1,12735.234,18261.29,10521.413,1
"625",0,28,12,1,0,1,12735.234,19693.548,17732.719,1
"626",0,19,13,0,0,1,12735.234,19693.548,28815.668,1
"627",0,26,17,0,0,1,12735.234,25064.516,26599.078,1
"628",0,28,12,0,0,1,12813.605,7161.2903,16254.992,1
"629",0,20,12,0,0,1,12931.161,2363.2258,14777.266,1
"630",0,26,12,0,0,1,12931.161,11100,22165.899,1
"631",0,25,17,0,0,1,12935.079,22379.032,36943.164,1
"632",0,24,12,0,0,1,13029.124,13964.516,41571.404,1
"633",0,22,12,0,0,1,13127.088,8951.6129,13595.084,1
"634",0,27,17,0,0,1,13127.088,10741.935,29554.531,1
"635",0,26,12,0,0,1,13127.088,12174.194,12687.76,1
"636",0,27,12,1,0,1,13127.088,12353.226,11526.267,1
"637",0,19,12,0,0,1,13127.088,12532.258,24382.488,1
"638",0,29,17,0,0,1,13127.088,19693.548,0,1
"639",0,20,12,0,0,1,13244.644,8772.5806,17289.401,1
"640",0,25,12,0,0,1,13291.666,14202.629,14777.266,1
"641",0,29,16,0,0,1,13323.014,5370.9677,17732.719,1
"642",0,23,14,0,0,0,13323.014,12174.194,14777.266,1
"643",0,28,12,0,0,1,13323.014,12532.258,10935.177,1
"644",0,30,14,0,0,1,13323.014,14322.581,14777.266,1
"645",0,26,16,1,0,1,13323.014,19693.548,19934.531,1
"646",0,24,12,0,1,1,13493.47,16470.968,21035.438,1
"647",0,22,12,1,0,1,13518.941,13427.419,12560.676,1
"648",0,27,12,0,0,1,13597.312,15833.613,13246.341,1
"649",0,22,12,1,0,1,13665.886,17903.226,13299.539,1
"650",0,42,13,0,0,1,13701.153,0,33987.711,1
"651",0,22,12,1,0,1,13714.868,0,664.97696,1
"652",0,47,12,0,0,1,13714.868,0,12560.676,1
"653",0,26,12,0,0,1,13714.868,716.12903,22904.762,1
"654",0,21,12,0,0,1,13714.868,3222.5806,14038.402,1
"655",0,25,16,0,0,0,13714.868,6042.3387,0,1
"656",0,25,12,1,0,1,13714.868,8235.4839,17732.719,1
"657",0,23,12,0,0,0,13714.868,10741.935,15959.447,1
"658",0,33,12,1,0,0,13714.868,11100,9605.2227,1
"659",0,55,16,1,0,1,13714.868,11995.161,23531.318,1
"660",0,47,12,1,0,1,13714.868,12433.79,14777.266,1
"661",0,20,12,1,0,1,13714.868,12532.258,8866.3594,1
"662",0,26,12,1,0,1,13714.868,12532.258,11821.813,1
"663",0,31,12,0,0,1,13714.868,12532.258,14777.266,1
"664",0,30,12,0,0,1,13714.868,12532.258,2563.8556,1
"665",0,21,12,1,0,0,13714.868,13339.694,11651.874,1
"666",0,28,17,0,0,1,13714.868,13427.419,6827.0968,1
"667",0,24,12,0,0,1,13714.868,13427.419,17732.719,1
"668",0,28,12,0,0,1,13714.868,13606.452,19210.445,1
"669",0,23,12,0,0,0,13714.868,14322.581,22165.899,1
"670",0,35,12,0,0,0,13714.868,15038.71,26599.078,1
"671",0,27,14,0,0,1,13714.868,15217.742,13447.312,1
"672",0,23,12,0,0,1,13714.868,15754.839,24205.161,1
"673",0,24,12,1,0,1,13714.868,16112.903,16254.992,1
"674",0,24,12,0,0,1,13714.868,16112.903,16254.992,1
"675",0,39,12,1,0,1,13714.868,17008.065,14629.493,1
"676",0,33,12,0,0,1,13714.868,18082.258,26081.874,1
"677",0,45,14,0,0,1,13714.868,19102.742,30145.622,1
"678",0,45,14,0,0,1,13714.868,19102.742,30145.622,1
"679",0,27,12,1,0,1,13714.868,19425,25860.215,1
"680",0,45,17,0,0,1,13714.868,23095.161,6649.7696,1
"681",0,23,16,0,0,0,13714.868,25601.613,31623.349,1
"682",0,26,17,0,0,1,13714.868,29540.323,29554.531,1
"683",0,27,14,1,0,0,13812.831,17036.71,20688.172,1
"684",0,21,14,0,0,1,13832.424,8777.9516,591.09063,1
"685",0,20,12,0,0,1,13902.957,14322.581,19653.763,1
"686",0,29,12,0,0,1,13910.794,7161.2903,19210.445,1
"687",0,22,12,0,1,1,13910.794,8611.4516,16218.049,1
"688",0,24,12,0,0,0,13910.794,13427.419,19210.445,1
"689",0,27,12,0,0,1,13910.794,14859.677,15072.811,1
"690",0,23,12,0,0,1,14063.617,11100,14777.266,1
"691",0,24,16,0,0,1,14067.536,24706.452,37829.8,1
"692",0,23,16,0,0,0,14106.721,6266.129,2955.4531,1
"693",0,33,14,0,0,1,14106.721,14322.581,17732.719,1
"694",0,21,12,0,0,0,14106.721,17903.226,22165.899,1
"695",0,23,12,0,0,1,14106.721,23453.226,0,1
"696",0,20,12,1,0,1,14322.24,17903.226,14777.266,1
"697",0,24,12,0,0,1,14373.181,19693.548,7388.6329,1
"698",0,29,12,1,0,1,14392.774,15396.774,14777.266,1
"699",0,34,12,0,0,1,14498.574,14322.581,10048.541,1
"700",0,44,12,0,0,1,14498.574,14424.629,14579.25,1
"701",0,23,12,0,0,1,14498.574,19335.484,19210.445,1
"702",0,26,14,1,0,1,14506.411,17187.097,21678.249,1
"703",0,51,12,0,0,1,14533.841,19245.968,17732.719,1
"704",0,41,12,0,0,1,14684.705,23274.194,26599.078,1
"705",0,37,13,0,0,1,14694.501,8951.6129,17732.719,1
"706",0,26,16,0,0,1,14694.501,11637.097,20688.172,1
"707",0,24,12,1,0,1,14694.501,11816.129,11821.813,1
"708",0,22,14,1,0,1,14694.501,12532.258,21397.481,1
"709",0,27,12,1,0,1,14694.501,13427.419,14079.779,1
"710",0,23,13,0,0,1,14694.501,14322.581,20688.172,1
"711",0,27,12,0,0,1,14694.501,14322.581,19210.445,1
"712",0,28,12,1,0,1,14694.501,14859.677,19210.445,1
"713",0,21,12,0,0,1,14694.501,15217.742,23643.625,1
"714",0,28,12,0,0,1,14694.501,15933.871,0,1
"715",0,22,13,0,0,1,14694.501,16112.903,0,1
"716",0,20,12,0,0,1,14694.501,16112.903,26599.078,1
"717",0,24,16,0,0,1,14694.501,16470.968,27337.942,1
"718",0,22,12,0,0,1,14694.501,16829.032,21870.353,1
"719",0,27,12,0,1,1,14694.501,16829.032,37829.8,1
"720",0,35,12,1,0,1,14694.501,17187.097,21279.263,1
"721",0,23,16,0,0,1,14694.501,19693.548,29554.531,1
"722",0,22,16,0,0,1,14694.501,19693.548,2955.4531,1
"723",0,23,16,0,0,1,14694.501,23274.194,25121.352,1
"724",0,20,12,0,0,1,14694.501,26854.839,31032.258,1
"725",0,22,12,1,0,1,14790.505,14680.645,14038.402,1
"726",0,24,12,0,0,1,14890.428,719.70968,27963.02,1
"727",0,26,12,0,0,1,14890.428,10741.935,0,1
"728",0,42,12,1,0,1,14988.391,11185.935,0,1
"729",0,28,15,0,0,1,15082.436,18619.355,13986.682,1
"730",0,24,13,0,0,1,15282.281,14322.581,32509.985,1
"731",0,50,12,0,0,1,15282.281,14322.581,13151.767,1
"732",0,50,12,0,0,1,15282.281,14322.581,13151.767,1
"733",0,28,13,0,0,1,15282.281,14322.581,14038.402,1
"734",0,25,12,0,0,1,15282.281,16112.903,25121.352,1
"735",0,31,12,1,0,0,15282.281,17903.226,14777.266,1
"736",0,32,16,1,0,1,15282.281,19693.548,28076.805,1
"737",0,22,12,0,0,1,15282.281,19693.548,21870.353,1
"738",0,22,13,1,0,1,15403.756,14320.79,18660.731,1
"739",0,26,12,1,0,1,15411.593,8951.6129,11082.949,1
"740",0,22,12,0,0,1,15478.208,8951.6129,14186.175,1
"741",0,29,12,0,0,0,15478.208,14370.919,12615.352,1
"742",0,53,17,0,0,1,15478.208,16399.355,15663.902,1
"743",0,25,12,0,0,1,15478.208,17724.194,31327.803,1
"744",0,26,12,1,0,1,15478.208,18175.355,19949.309,1
"745",0,24,16,0,0,0,15587.927,19505.565,19210.445,1
"746",0,27,17,0,0,0,15674.134,0,41376.344,1
"747",0,46,12,0,0,1,15674.134,734.03226,20688.172,1
"748",0,25,12,1,0,1,15674.134,3738.1935,10512.547,1
"749",0,21,13,0,0,0,15674.134,4946.6613,1733.3733,1
"750",0,37,12,0,0,1,15674.134,8951.6129,28076.805,1
"751",0,37,12,0,0,1,15674.134,8951.6129,28076.805,1
"752",0,28,15,1,0,1,15674.134,9452.9032,31032.258,1
"753",0,22,12,0,0,0,15674.134,10741.935,28963.441,1
"754",0,22,12,0,0,0,15674.134,11637.097,20688.172,1
"755",0,27,12,0,0,1,15674.134,12532.258,19210.445,1
"756",0,21,13,1,0,1,15674.134,12532.258,25121.352,1
"757",0,49,16,0,0,1,15674.134,12890.323,17732.719,1
"758",0,26,12,0,0,1,15674.134,13427.419,0,1
"759",0,33,14,0,0,1,15674.134,13427.419,13890.63,1
"760",0,28,15,0,0,1,15674.134,13785.484,15959.447,1
"761",0,29,17,0,0,1,15674.134,14143.548,25860.215,1
"762",0,54,16,1,0,1,15674.134,14322.581,11821.813,1
"763",0,25,14,0,1,1,15674.134,14322.581,20702.949,1
"764",0,32,12,0,0,1,15674.134,14322.581,13299.539,1
"765",0,40,12,0,0,1,15674.134,14322.581,16254.992,1
"766",0,40,12,0,0,1,15674.134,14322.581,16254.992,1
"767",0,27,16,0,0,1,15674.134,14322.581,22165.899,1
"768",0,24,12,0,0,1,15674.134,14680.645,17732.719,1
"769",0,43,12,0,0,1,15674.134,14680.645,13831.521,1
"770",0,25,16,0,0,1,15674.134,15217.742,19062.673,1
"771",0,26,12,1,0,1,15674.134,15217.742,15516.129,1
"772",0,34,12,1,0,1,15674.134,15754.839,17732.719,1
"773",0,21,13,0,0,1,15674.134,15933.871,25121.352,1
"774",0,21,12,1,0,1,15674.134,16112.903,11821.813,1
"775",0,23,12,1,0,1,15674.134,16202.419,19210.445,1
"776",0,26,12,0,0,1,15674.134,16470.968,35022.12,1
"777",0,28,14,0,0,1,15674.134,16757.419,16254.992,1
"778",0,26,17,0,0,1,15674.134,16829.032,19210.445,1
"779",0,20,14,0,0,0,15674.134,17008.065,26599.078,1
"780",0,26,12,1,0,1,15674.134,17983.79,20688.172,1
"781",0,21,12,1,0,1,15674.134,19693.548,19210.445,1
"782",0,41,12,0,0,1,15674.134,19693.548,32509.985,1
"783",0,28,16,0,0,1,15674.134,19693.548,28815.668,1
"784",0,23,16,0,0,0,15674.134,21483.871,26599.078,1
"785",0,22,12,0,0,1,15674.134,22916.129,31771.121,1
"786",0,27,14,0,1,0,15674.134,23274.194,27337.942,1
"787",0,26,16,0,0,1,15674.134,23274.194,29554.531,1
"788",0,54,12,0,0,1,15674.134,25064.516,0,1
"789",0,54,12,0,0,1,15674.134,25064.516,0,1
"790",0,54,12,1,0,0,15674.134,25064.516,20688.172,1
"791",0,37,16,0,0,0,15674.134,26854.839,29258.986,1
"792",0,32,13,0,0,1,15674.134,30435.484,22018.126,1
"793",0,29,12,0,0,1,15678.053,17487.871,10196.313,1
"794",0,22,13,0,0,1,15870.061,15826.452,35465.438,1
"795",0,23,12,1,0,1,15870.061,30435.484,27781.26,1
"796",0,36,12,0,0,1,15873.98,12727.403,17444.562,1
"797",0,21,13,0,0,1,15960.187,21483.871,14777.266,1
"798",0,21,12,0,0,1,15987.617,16291.935,14481.72,1
"799",0,26,12,1,0,1,15987.617,17903.226,19505.991,1
"800",0,28,12,1,0,1,15987.617,19693.548,13299.539,1
"801",0,43,12,0,0,1,15989.576,14322.581,14777.266,1
"802",0,27,12,1,0,1,16011.128,16112.903,20460.602,1
"803",0,36,17,0,0,0,16015.047,30793.548,29584.086,1
"804",0,23,12,0,0,1,16065.988,4833.871,25564.67,1
"805",0,31,12,0,0,1,16065.988,15038.71,17732.719,1
"806",0,25,14,0,0,1,16065.988,15217.742,18471.582,1
"807",0,35,12,1,0,1,16065.988,16086.048,19210.445,1
"808",0,23,16,0,0,1,16065.988,16829.032,20688.172,1
"809",0,21,12,0,0,1,16065.988,20588.71,28815.668,1
"810",0,22,12,0,0,0,16230.566,9846.7742,2955.4531,1
"811",0,36,12,1,0,1,16261.914,21304.839,22165.899,1
"812",0,21,12,0,0,1,16306.978,18529.839,11969.585,1
"813",0,28,12,0,0,1,16393.185,13298.516,0,1
"814",0,24,12,0,1,1,16457.841,8951.6129,21870.353,1
"815",0,30,12,0,0,0,16457.841,14680.645,15146.697,1
"816",0,44,12,0,0,1,16457.841,16112.903,17289.401,1
"817",0,30,12,0,0,1,16457.841,16650,19949.309,1
"818",0,34,12,0,0,1,16457.841,16829.032,20688.172,1
"819",0,26,16,0,0,1,16457.841,21483.871,40637.481,1
"820",0,23,16,0,0,1,16457.841,21483.871,18471.582,1
"821",0,20,12,0,0,0,16497.026,19604.032,19653.763,1
"822",0,26,13,0,0,0,16653.768,3580.6452,8866.3594,1
"823",0,21,12,1,0,1,16653.768,9846.7742,7388.6329,1
"824",0,25,12,0,0,1,16653.768,12181.355,17732.719,1
"825",0,23,15,0,0,1,16653.768,13427.419,16993.856,1
"826",0,25,12,1,0,0,16653.768,14859.677,22904.762,1
"827",0,28,16,0,0,1,16653.768,15396.774,17437.174,1
"828",0,38,14,0,0,1,16653.768,16112.903,19505.991,1
"829",0,29,17,0,0,1,16653.768,16112.903,17732.719,1
"830",0,24,17,0,0,1,16653.768,16650,20688.172,1
"831",0,25,16,1,0,1,16653.768,17008.065,21870.353,1
"832",0,55,12,0,0,1,16653.768,17545.161,16254.992,1
"833",0,30,14,0,0,1,16653.768,17545.161,0,1
"834",0,21,12,0,0,0,16653.768,17903.226,19210.445,1
"835",0,26,12,0,0,1,16653.768,17903.226,17732.719,1
"836",0,34,12,0,0,1,16653.768,19532.419,16254.992,1
"837",0,22,12,0,0,1,16653.768,19693.548,26007.988,1
"838",0,22,16,0,0,0,16653.768,22737.097,37682.028,1
"839",0,27,15,0,0,0,16653.768,23274.194,23643.625,1
"840",0,26,12,0,0,0,16653.768,23274.194,2955.4531,1
"841",0,26,16,0,0,1,16653.768,24706.452,29554.531,1
"842",0,24,14,1,0,1,16653.768,28466.129,40637.481,1
"843",0,26,14,1,0,0,16667.483,21483.871,28815.668,1
"844",0,23,12,1,0,1,16708.627,10491.29,7565.9601,1
"845",0,28,14,0,0,0,16849.695,12174.194,1921.0445,1
"846",0,21,12,0,0,1,16849.695,15396.774,0,1
"847",0,30,12,0,0,1,16849.695,17366.129,18978.442,1
"848",0,24,12,0,0,1,16849.695,18619.355,25121.352,1
"849",0,51,12,0,0,1,16849.695,19693.548,17732.719,1
"850",0,21,14,0,0,0,16849.695,19693.548,35465.438,1
"851",0,22,14,1,0,1,16849.695,21125.806,24086.943,1
"852",0,24,12,0,0,1,16884.961,9311.4677,23080.611,1
"853",0,23,15,0,0,1,16955.495,20844.726,25514.427,1
"854",0,26,14,0,0,1,17045.621,25064.516,38716.436,1
"855",0,45,12,0,0,1,17104.399,16381.452,18176.037,1
"856",0,46,13,0,0,1,17241.548,15754.839,14777.266,1
"857",0,29,12,0,0,1,17241.548,19686.387,33544.393,1
"858",0,26,14,0,0,1,17241.548,20588.71,24530.261,1
"859",0,27,16,0,0,1,17241.548,24885.484,22165.899,1
"860",0,26,14,0,0,1,17437.475,7161.2903,14771.355,1
"861",0,20,15,0,0,1,17437.475,8056.4516,18471.582,1
"862",0,23,12,0,0,1,17437.475,12532.258,21427.035,1
"863",0,30,16,0,0,1,17437.475,17867.419,15516.129,1
"864",0,24,12,0,0,1,17437.475,22379.032,16254.992,1
"865",0,23,12,0,0,1,17633.401,0,23643.625,1
"866",0,34,12,0,0,1,17633.401,0,0,1
"867",0,24,12,0,1,1,17633.401,4848.1935,22165.899,1
"868",0,43,12,1,0,1,17633.401,10741.935,21858.531,1
"869",0,28,14,1,0,1,17633.401,12532.258,16254.992,1
"870",0,20,12,0,0,1,17633.401,15217.742,28815.668,1
"871",0,23,12,1,0,1,17633.401,15217.742,15516.129,1
"872",0,27,14,1,0,1,17633.401,16112.903,26599.078,1
"873",0,53,12,0,0,1,17633.401,16112.903,19210.445,1
"874",0,28,16,0,0,1,17633.401,16112.903,22165.899,1
"875",0,26,12,0,0,1,17633.401,16112.903,25121.352,1
"876",0,25,15,0,0,1,17633.401,16112.903,18619.355,1
"877",0,29,14,0,0,1,17633.401,17187.097,19699.573,1
"878",0,26,12,1,0,1,17633.401,17416.258,23643.625,1
"879",0,55,16,0,0,1,17633.401,17903.226,22165.899,1
"880",0,22,12,0,1,1,17633.401,17903.226,14777.266,1
"881",0,33,12,0,0,1,17633.401,17903.226,15811.674,1
"882",0,34,14,0,1,1,17633.401,17903.226,8866.3594,1
"883",0,24,12,0,0,1,17633.401,18440.323,19949.309,1
"884",0,24,12,0,0,1,17633.401,18750.048,32509.985,1
"885",0,26,12,1,0,1,17633.401,18798.387,18471.582,1
"886",0,45,12,0,0,1,17633.401,18798.387,19949.309,1
"887",0,22,12,0,0,1,17633.401,19693.548,23643.625,1
"888",0,55,14,0,0,1,17633.401,19693.548,2068.8172,1
"889",0,24,12,0,0,1,17633.401,19693.548,11526.267,1
"890",0,23,12,0,0,1,17633.401,21546.532,4433.1797,1
"891",0,24,13,1,0,0,17633.401,25064.516,22165.899,1
"892",0,31,13,0,0,1,17633.401,25064.516,23643.625,1
"893",0,43,12,0,0,1,17633.401,26854.839,28076.805,1
"894",0,43,12,0,0,1,17633.401,26854.839,28076.805,1
"895",0,23,12,1,0,1,17672.587,14322.581,12294.685,1
"896",0,22,12,0,0,1,17703.935,12532.258,20688.172,1
"897",0,30,12,1,0,1,17760.754,17366.129,19210.445,1
"898",0,28,12,0,0,0,17829.328,5012.9032,16240.215,1
"899",0,28,12,0,0,1,17829.328,11100,20688.172,1
"900",0,21,12,0,0,0,17829.328,12945.823,26599.078,1
"901",0,28,13,0,0,1,17876.35,15396.774,22452.578,1
"902",0,25,14,0,0,1,17939.047,14322.581,9974.6544,1
"903",0,54,12,0,0,1,18025.255,18798.387,23643.625,1
"904",0,26,16,0,0,1,18025.255,19872.581,20983.717,1
"905",0,26,16,0,0,1,18025.255,23274.194,28076.805,1
"906",0,49,13,0,0,1,18221.181,17903.226,17732.719,1
"907",0,21,13,1,0,0,18221.181,21125.806,21870.353,1
"908",0,26,16,0,0,1,18221.181,22379.032,18471.582,1
"909",0,30,12,1,0,1,18338.737,25422.581,22165.899,1
"910",0,21,13,0,0,1,18417.108,8951.6129,27337.942,1
"911",0,33,12,0,0,1,18417.108,12890.323,20688.172,1
"912",0,33,12,0,0,1,18417.108,14412.097,20688.172,1
"913",0,40,12,0,0,1,18417.108,17545.161,17289.401,1
"914",0,27,16,0,0,1,18417.108,18798.387,25860.215,1
"915",0,21,12,0,0,1,18417.108,19693.548,28224.578,1
"916",0,31,12,0,0,1,18593.442,14814.919,16254.992,1
"917",0,27,14,1,0,1,18613.035,0,13299.539,1
"918",0,47,17,0,0,1,18613.035,10025.806,35465.438,1
"919",0,32,12,1,0,1,18613.035,16112.903,17732.719,1
"920",0,28,12,1,0,0,18613.035,17008.065,19949.309,1
"921",0,35,14,0,0,1,18613.035,19693.548,22424.501,1
"922",0,26,14,0,0,1,18613.035,19693.548,28076.805,1
"923",0,37,12,0,0,1,18613.035,21483.871,23052.535,1
